"ID","duration","language","canton","other_canton","house","other_house","WOGENO_BE_house","GEWOBA_ZG_house","time_house","role_no","role_board","role_association","role_workgroup","role_other","role_other_spec","coop_1_4R","coop_3_5R","coop_4_3R","coop_8_2R","middle_name","birth_month","mother","father","factor_analysis","other_dv","outcome1","outcome2","outcome3","sd","completed","house_old","coop_1_1","coop_1_2","coop_1_3","coop_1_4","coop_1_5","coop_2_1","coop_2_2","coop_2_3","coop_2_4","coop_3_1","coop_3_2","coop_3_3","coop_3_4","coop_3_5","coop_4_1","coop_4_2","coop_4_3","coop_4_4","coop_5_1","coop_5_2","coop_5_3","coop_5_4","coop_6_1","coop_6_2","coop_6_3","coop_6_4","coop_6_5","coop_7_1","coop_7_2","coop_7_3","coop_8_1","coop_8_2","coop_8_3","coop_8_4","coop_9_1","coop_9_2","coop_9_3","dv_market_1","dv_market_2","dv_market_3","dv_env_1","dv_env_2","dv_env_3","soc_id_neigh_1","soc_id_neigh_2","soc_id_neigh_3","soc_id_neigh_4","soc_id_hc_1","soc_id_hc_2","soc_id_hc_3","soc_id_hc_4","mor_house_1","mor_house_2","mor_house_3","ce_house_1","ce_house_2","anger_house_1","anger_house_2","anger_house_3","mor_market_1","mor_market_2","mor_market_3","ce_market_1","ce_market_2","anger_market1_1","anger_market1_2","anger_market1_3","anger_market2_1","anger_market2_2","mor_env_1","mor_env_2","mor_env_3","ce_env_1","ce_env_2","anger_env_1","anger_env_2","gender","birth_year_code","n_household","n_children_hh","education","pol_orientation","nationality","second_nat","nat_no_ch","pers_income","joint_income","prop_income","prop_rent_joint","prop_rent_single","n_children","birth_year","age","gender_m_w","gender_o_w","prop_income_num","pers_income_num","n_adults","pers_income_final","income_flag","age_s","n_hh_s","income_s","si_h","mor_h","ce_h","an_h","si_m_e","mor_m","ce_m","an_m","an_m_eco","an_m_soc","mor_e","ce_e","an_e","C1","C2","C3","C4","C5","C6","C7","dv_env","dv_soc","si_h_s","mor_h_s","ce_h_s","an_h_s","si_m_e_s","mor_m_s","ce_m_s","an_m_s","an_m_eco_s","an_m_soc_s","mor_e_s","ce_e_s","an_e_s","dv_eco"
93,2704,3,2,NA,32,NA,NA,-66,1,NA,NA,NA,1,NA,NA,5,1,4,NA,"E",5,"A","F",1,1,1,1,1,1,1,32,6,6,7,3,7,7,6,6,6,7,7,6,3,7,5,5,4,7,7,5,7,5,4,4,2,1,4,5,4,2,3,7,2,1,7,2,7,2,5,5,2,2,2,7,7,2,6,5,5,2,1,5,5,5,6,6,3,2,4,1,1,2,4,7,2,2,2,2,4,5,5,3,4,4,3,3,2,56,1,0,3,4,1,NA,NA,7,2,-77,-77,2,0,1975,50,1,0,NA,6000,1,6000,"not joint ok",-0.264324126285665,-0.8104469208068,0.0538067739595617,5.5,5,6,3,3.25,1.33333333333333,5.5,2.4,3,2,4.33333333333333,4,3,5.14285714285714,6,5.6,5.66666666666667,3.5,1.75,5.33333333333333,2,5,-0.451164696153817,-0.480417809319725,-0.0118915784727806,-0.459768655929619,-1.54419663505813,-2.83435263623329,-0.240171030610414,-2.63158597099206,-3.18970475859412,-1.77260913339531,-1.4724408638006,-1.1449563275814,-1.98814558797709,2
94,1248,2,3,NA,34,"les ailes",NA,-66,20,1,NA,NA,NA,NA,NA,1,1,1,4,"n",11,"a","o",1,1,1,1,1,1,1,NA,7,7,7,7,7,1,7,7,1,7,7,4,4,7,7,1,7,7,7,7,7,7,4,4,4,1,4,7,4,1,4,4,4,4,4,7,1,7,5,5,5,5,6,6,7,7,7,7,7,6,5,1,3,4,6,6,4,4,4,6,6,6,6,6,4,3,3,6,6,5,5,5,5,4,4,5,2,41,1,0,1,6,3,NA,NA,1,1,4,1,-77,0,1960,65,1,0,0.7,0,1,2000,"joint but no income => NA",0.806383259241373,-0.8104469208068,-0.765667640068035,6.75,2.66666666666667,6,4,6.25,6,6,4.4,6,3.33333333333333,5,4.5,4.5,4.85714285714286,5.28571428571429,5.8,7,4,3.25,4,5.33333333333333,5,1.02002453043471,-2.58224572509352,-0.0118915784727806,0.174174198346597,0.881435524731716,0.734660495246077,0.274481177840473,-0.738771301359585,-0.283300974877435,-0.80372960706744,-0.836022415792483,-0.739553336055797,-0.855005615554913,7
95,2124,3,5,NA,6,NA,NA,-66,7,NA,NA,1,1,NA,NA,3,1,5,NA,"A",6,"J","W",1,1,1,1,1,1,1,6,7,7,7,5,7,6,6,6,7,7,4,2,4,7,7,7,3,6,7,6,6,6,6,7,6,2,6,4,4,1,7,7,6,6,6,6,1,7,4,4,4,4,4,7,7,4,6,1,7,2,1,6,6,7,7,7,7,7,3,4,4,6,4,5,6,6,6,7,7,6,4,5,4,4,4,5,1,32,1,0,4,3,2,"UK",NA,1,2,-77,-77,3,0,1951,74,0,0,NA,0,1,1000,"not joint but no income => NA",1.4488076905576,-0.8104469208068,-0.970536243574934,6,6.33333333333333,7,5.66666666666667,2.75,4.66666666666667,4.5,6.4,7,6,5,4,4.5,5.42857142857143,5.71428571428571,4.8,6,6.25,5.25,4.33333333333333,4,4,0.137310994481596,0.720626713979588,1.10931439181795,1.23074562214029,-1.94846866168978,-0.285057542319455,-1.26947544751219,1.15404336827289,0.685500286361462,1.13402944558831,-0.836022415792483,-1.1449563275814,-0.855005615554913,7
96,-1,2,4,NA,14,NA,NA,-66,1,NA,NA,NA,1,NA,NA,2,1,5,7,"S",10,"R","J",1,1,1,1,1,1,1,14,6,7,6,6,6,5,4,3,3,7,7,7,7,7,7,4,3,6,6,7,7,6,2,1,1,1,1,6,1,1,1,1,1,4,7,7,4,5,6,4,4,5,5,6,6,5,5,4,5,4,4,5,3,4,5,5,1,5,3,5,6,6,6,7,4,4,4,5,5,7,7,7,6,5,7,6,2,67,2,0,6,3,1,NA,NA,8,1,3,1,-77,0,1986,39,1,0,0.5,7000,2,7000,"joint ok",-1.04950954233883,-0.41539893872963,0.258675377466461,5.5,4,5,3,4.25,5.66666666666667,6.5,4.4,5,4,7,5.5,6.5,3.57142857142857,5.14285714285714,7,6.66666666666667,1.25,1.75,6,4.66666666666667,5,-0.451164696153817,-1.38120120179421,-1.13309754876351,-0.459768655929619,-0.735652581794851,0.479730985854694,0.789133386291359,-0.738771301359585,-1.25210223611633,-0.319289843903504,1.07323292823187,0.071252646995409,0.655847681007985,5
98,1301,3,2,NA,32,NA,NA,-66,17,NA,NA,NA,1,NA,NA,4,1,4,2,"a",10,"a","L",1,1,1,1,1,1,1,32,6,7,7,4,5,6,5,6,6,6,7,6,6,7,5,6,4,6,6,6,6,6,6,5,6,1,6,6,3,5,5,6,4,6,3,3,4,3,7,6,7,7,7,7,7,5,6,6,7,6,5,6,6,6,6,7,3,3,2,6,6,5,6,6,4,6,6,6,6,7,7,7,7,7,7,7,1,26,12,0,5,3,1,NA,NA,7,2,-77,-77,2,0,1945,80,0,0,NA,6000,12,6000,"not joint ok",1.87709064476841,3.53508088204207,0.0538067739595617,6.25,6,6.5,2.66666666666667,6,5.66666666666667,6,5.6,6,5.33333333333333,7,7,7,5.42857142857143,5.57142857142857,6,6,5.75,4,3.33333333333333,7,6.5,0.431548839799302,0.42036558315476,0.548711406672586,-0.671082940688358,0.679299511415895,0.479730985854694,0.274481177840473,0.396917500419901,-0.283300974877435,0.649589682424369,1.07323292823187,1.28746162157222,1.03356100514871,3
99,633,2,3,NA,34,"satigny",NA,-66,20,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,4,2,5,4,6,7,6,1,2,6,7,7,7,7,7,7,7,7,7,7,7,7,5,7,4,4,7,7,5,1,5,7,4,3,7,7,7,4,4,4,4,4,4,7,7,4,4,1,4,1,1,6,7,7,7,7,7,1,7,4,4,4,4,4,4,6,6,7,7,5,5,5,4,4,5,4,1,53,2,0,2,6,1,NA,NA,6,1,NA,2,-77,0,1972,53,0,0,NA,5000,2,5000,"joint but no prop",-0.0501826491802571,-0.41539893872963,-0.151061829547337,5.5,6.66666666666667,7,5,1.75,4,4,6,7,5.33333333333333,5,4,4.5,3,6.85714285714286,6.8,7,5.75,4,7,4,4,-0.451164696153817,1.02088784480442,1.10931439181795,0.808117052622812,-2.75701271495306,-0.794916561102222,-1.78412765596307,0.775480434346397,0.685500286361462,0.649589682424369,-0.836022415792483,-1.1449563275814,-0.855005615554913,4
100,1474,3,5,NA,69,"abz hönggerberg",NA,-66,22,NA,NA,NA,NA,1,"Mitglied Siedlungskommission (wahrscheinlich analog BewohnerInnenverein)",5,1,3,6,"S",1,"M","R",1,1,1,1,1,1,1,NA,5,7,7,3,7,5,4,5,5,4,7,7,5,7,4,4,5,7,7,7,7,7,6,6,6,6,6,6,6,6,6,2,6,6,6,6,5,7,6,7,6,6,6,7,7,6,6,7,7,7,7,6,6,5,7,7,4,4,3,5,4,5,6,6,5,5,4,7,7,6,6,6,5,4,6,6,1,42,2,0,3,3,1,NA,NA,6,1,3,1,-77,0,1961,64,0,0,0.5,5000,2,5000,"joint ok",0.735002766872904,-0.41539893872963,-0.151061829547337,6.5,5.66666666666667,7,3.66666666666667,7,4.66666666666667,6,5.6,7,4.66666666666667,6,4.5,6,5.42857142857143,5.85714285714286,5.4,7,6,6,5.66666666666667,6,6.5,0.725786685117008,0.120104452329932,1.10931439181795,-0.037140086412142,1.48784356467918,-0.285057542319455,0.274481177840473,0.396917500419901,0.685500286361462,0.165149919260433,0.118605256219695,-0.739553336055797,0.278134356867261,7
101,961,3,5,NA,99,"gesewo",NA,-66,11,NA,NA,1,NA,1,"Vermietungskommission",4,3,2,4,"R",5,"V","K",1,1,1,1,1,1,1,NA,7,6,7,4,7,7,6,7,7,7,7,5,5,5,7,6,6,6,6,6,4,6,5,6,4,3,4,4,1,1,4,4,6,6,6,6,3,4,6,6,6,6,6,7,7,5,6,7,7,7,6,7,7,7,7,7,6,6,6,6,5,6,6,7,7,7,7,7,7,7,7,7,7,6,7,7,1,41,2,0,4,3,3,NA,NA,6,2,-77,-77,2,0,1960,65,0,0,NA,5000,2,5000,"not joint ok",0.806383259241373,-0.41539893872963,-0.151061829547337,6.25,7,7,6,6.75,5.66666666666667,6.5,7,7,7,7,6.5,7,5,6,6.2,5.33333333333333,4.75,4.75,5,6,6,0.431548839799302,1.32114897562925,1.10931439181795,1.44205990689903,1.28570755136336,0.479730985854694,0.789133386291359,1.72188776916264,0.685500286361462,1.86068909033421,1.07323292823187,0.882058630046615,1.03356100514871,4
104,857,3,2,NA,22,NA,NA,-66,10,NA,NA,NA,1,NA,NA,4,1,2,NA,"Z",1,"R","E",1,1,1,1,1,1,1,22,7,7,7,4,4,7,7,6,5,5,7,7,7,7,4,4,6,6,6,6,6,6,4,4,4,4,4,4,1,3,6,2,6,4,4,4,4,7,6,7,7,6,7,7,7,4,5,7,7,6,6,6,6,6,6,6,2,2,2,7,7,7,7,7,6,6,6,7,7,7,7,7,6,6,6,6,2,42,2,0,4,1,1,NA,NA,10,2,-77,-77,1,0,1961,64,1,0,NA,10000,2,10000,"not joint ok",0.735002766872904,-0.41539893872963,0.873281187987158,5.75,6,6,2,6.5,7,7,6.4,7,6,7,6,6,5.14285714285714,5.28571428571429,6,6,4,5,4,6.66666666666667,6.5,-0.15692685083611,0.42036558315476,-0.0118915784727806,-1.09371151020583,1.08357153804754,1.49944902342023,1.30378559474225,1.15404336827289,0.685500286361462,1.13402944558831,1.07323292823187,0.476655638521012,0.278134356867261,7
106,598,2,3,NA,28,NA,NA,-66,7,NA,NA,NA,1,NA,NA,4,1,1,6,"C",9,"G","C",1,1,1,1,1,1,1,28,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,5,7,7,5,2,5,3,7,7,7,7,7,7,7,7,7,7,7,5,5,6,7,5,5,7,7,7,7,6,3,2,1,5,4,7,6,6,4,3,5,7,7,7,7,7,7,5,7,7,1,65,4,2,5,2,2,"France",NA,9,1,5,2,-77,2,1984,41,0,0,0.9,8000,2,4444.44444444444,"joint ok",-0.906748557601887,0.374697025424709,-0.264877720384504,6,7,6.5,2,5.75,5.33333333333333,6,5.2,7,4,7,6,7,7,6.57142857142857,7,6.66666666666667,7,5,7,7,7,0.137310994481596,1.32114897562925,0.548711406672586,-1.09371151020583,0.477163498100074,0.224801476463311,0.274481177840473,0.018354566493406,0.685500286361462,-0.319289843903504,1.07323292823187,0.476655638521012,1.03356100514871,7
108,817,3,5,NA,8,NA,NA,-66,8,NA,1,NA,NA,NA,NA,5,1,4,6,"H",10,"F","M",1,1,1,1,1,1,1,8,6,7,7,3,7,5,5,5,5,5,7,7,7,7,6,7,4,5,7,5,5,5,3,5,4,2,5,2,5,7,2,2,1,5,5,5,7,7,6,6,3,5,3,6,6,6,6,5,6,3,2,7,7,7,5,6,4,3,2,6,2,6,2,6,1,1,3,5,6,7,7,7,5,6,7,7,2,73,3,0,5,3,2,"NL",NA,5,2,-77,-77,1,0,1992,33,1,0,NA,4000,3,4000,"not joint ok",-1.47779249654964,-0.0203509566524603,-0.355930433054237,6,7,5.5,3,4,4.66666666666667,4,3.2,5.5,1.66666666666667,7,5.5,7,5.71428571428571,5.28571428571429,6.4,5,4.25,2.5,5.66666666666667,3.66666666666667,6,0.137310994481596,1.32114897562925,-0.572494563618148,-0.459768655929619,-0.937788595110672,-0.285057542319455,-1.78412765596307,-1.87446010313907,-0.767701605496883,-2.01482901497728,1.07323292823187,0.071252646995409,1.03356100514871,7
109,1584,3,5,NA,99,"gewozüriost",NA,-66,26,NA,NA,1,1,NA,NA,4,2,5,2,"J",5,"R","A",1,1,1,1,1,1,1,NA,5,6,6,4,5,6,6,7,4,4,7,5,4,6,3,4,3,7,5,4,6,4,6,7,6,4,3,7,3,5,4,6,7,3,2,3,5,7,6,7,5,5,4,7,7,4,6,7,7,7,5,7,6,6,5,5,6,3,2,7,5,7,5,6,3,6,4,6,4,6,7,6,5,5,7,1,2,31,1,0,4,3,1,NA,NA,4,2,-77,-77,3,0,1950,75,1,0,NA,3000,1,3000,"not joint ok",1.52018818292606,-0.8104469208068,-0.560799036561136,6,6.33333333333333,5,3.66666666666667,6.5,6.33333333333333,5.5,4.6,5,4.33333333333333,6.33333333333333,5,4,5.14285714285714,5.28571428571429,4.6,4.66666666666667,5.5,4.5,3.33333333333333,4.66666666666667,6.5,0.137310994481596,0.720626713979588,-1.13309754876351,-0.037140086412142,1.08357153804754,0.98959000463746,-0.240171030610414,-0.549489834396338,-1.25210223611633,-0.0770699623215356,0.436814480223754,-0.334150344530194,-1.23271893969564,7
111,943,3,5,NA,7,NA,NA,-66,33,NA,NA,1,1,1,"Hauswartung",6,NA,2,7,"W",5,"G","K",1,1,1,1,1,1,1,7,7,5,7,2,7,7,6,6,6,6,6,6,5,7,6,5,6,7,7,7,6,7,6,6,6,4,4,6,3,3,7,1,6,6,5,5,2,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,5,7,7,7,6,6,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,2,30,4,0,4,1,1,NA,NA,5,2,-77,-77,1,0,1949,76,1,0,NA,4000,4,4000,"not joint ok",1.59156867529453,0.374697025424709,-0.355930433054237,6.5,6.33333333333333,7,6.33333333333333,7,7,7,6.4,7,6,7,7,7,5.14285714285714,6.42857142857143,5.8,6.66666666666667,5.5,5.75,4,7,7,0.725786685117008,0.720626713979588,1.10931439181795,1.65337419165777,1.48784356467918,1.49944902342023,1.30378559474225,1.15404336827289,0.685500286361462,1.13402944558831,1.07323292823187,1.28746162157222,1.03356100514871,7
113,3060,2,3,NA,34,"les ailes 1216 cointrin ge",NA,-66,42,1,NA,NA,NA,NA,NA,NA,NA,3,2,"A",9,"M","A",1,1,1,1,1,1,1,NA,3,4,7,4,6,2,2,4,4,1,4,4,4,4,3,7,5,7,7,6,4,5,2,4,4,1,4,1,1,1,2,6,1,2,7,7,4,7,4,4,6,6,6,7,7,5,6,6,7,4,5,5,6,6,6,6,5,7,4,5,5,5,5,5,6,6,6,7,7,6,6,6,6,6,6,6,1,34,3,0,4,6,2,"ESPAGNOLE",NA,3,1,1,2,-77,0,1953,72,0,0,0.1,2000,3,6666.66666666667,"joint ok",1.30604670582066,-0.0203509566524603,0.190385842964161,6.25,5.66666666666667,6,5.33333333333333,5.5,5,5,6.4,7,6,6,6,6,2.71428571428571,5,3.2,5,3.5,1.5,6,6,4,0.431548839799302,0.120104452329932,-0.0118915784727806,1.01943133738155,0.275027484784253,-0.0301280329280723,-0.7548232390613,1.15404336827289,0.685500286361462,1.13402944558831,0.118605256219695,0.476655638521012,0.278134356867261,7
114,835,3,5,NA,7,NA,NA,-66,33,NA,1,1,1,NA,NA,4,2,3,5,"P",10,"S","R",1,1,1,1,1,1,1,7,6,6,7,4,5,6,6,7,7,7,6,6,3,6,5,5,5,7,6,5,7,7,5,6,6,6,5,6,6,7,6,3,6,6,7,4,7,7,7,7,7,7,7,7,7,6,7,7,7,5,5,7,6,6,7,7,2,2,1,6,5,5,6,7,5,5,6,7,7,7,7,7,6,7,7,6,2,44,11,2,6,2,1,NA,NA,9,2,-77,-77,1,2,1963,62,1,0,NA,8000,9,8000,"not joint ok",0.592241782135965,3.1400328999649,0.46354398097336,6.75,6.33333333333333,7,1.66666666666667,6,5.33333333333333,6.5,6,7,5.33333333333333,7,6.5,6.5,6.42857142857143,5.71428571428571,5.4,6.33333333333333,5.5,6,6,7,7,1.02002453043471,0.720626713979588,1.10931439181795,-1.30502579496457,0.679299511415895,0.224801476463311,0.789133386291359,0.775480434346397,0.685500286361462,0.649589682424369,1.07323292823187,0.882058630046615,0.655847681007985,7
115,828,3,2,NA,32,NA,NA,-66,6.5,NA,1,NA,1,NA,NA,2,1,1,NA,"G",7,"G","J",1,1,1,1,1,1,1,32,6,7,7,6,6,7,7,7,6,6,7,6,6,7,7,7,7,7,6,6,6,6,6,6,6,4,7,7,6,6,6,3,6,6,6,4,4,7,7,7,5,5,6,7,7,6,6,7,6,6,6,7,6,7,6,7,5,6,5,5,4,5,6,5,5,5,5,6,7,5,5,5,5,5,6,6,1,45,1,0,4,2,1,NA,NA,6,2,-77,-77,2,0,1964,61,0,0,NA,5000,1,5000,"not joint ok",0.520861289767496,-0.8104469208068,-0.151061829547337,6.5,6.66666666666667,6.5,5.33333333333333,6.25,4.66666666666667,5.5,5.6,6.5,5,5,5,6,6.42857142857143,6.71428571428571,6.4,6,6.25,5.5,4.66666666666667,5.33333333333333,7,0.725786685117008,1.02088784480442,0.548711406672586,1.01943133738155,0.881435524731716,-0.285057542319455,-0.240171030610414,0.396917500419901,0.201099655742014,0.407369800842401,-0.836022415792483,-0.334150344530194,0.278134356867261,7
117,-1,3,5,NA,8,"kieshalde, limmattalstr. 216/218 wogeno",NA,-66,20,NA,NA,NA,1,NA,NA,4,1,2,4,"A",7,"V","R",1,1,1,1,1,1,1,NA,7,6,7,4,6,5,5,7,7,4,4,7,7,7,6,7,6,7,6,6,4,6,6,6,2,6,7,7,6,1,4,4,4,6,7,1,6,7,7,6,7,7,7,7,7,7,7,6,7,5,5,7,4,5,7,7,4,4,4,6,2,6,6,7,4,5,4,6,7,6,6,5,7,7,5,6,1,53,6,2,6,2,1,NA,NA,8,1,3,2,-77,2,1972,53,0,0,0.5,7000,4,3500,"joint ok",-0.0501826491802571,1.16479298957905,-0.458364734807686,7,5.33333333333333,7,4,5.75,4.66666666666667,6.5,5.2,6.5,4.33333333333333,5.66666666666667,7,5.5,5.57142857142857,6.28571428571429,5.6,5.33333333333333,5.25,5,4.66666666666667,7,6.5,1.31426237575242,-0.180156678494897,1.10931439181795,0.174174198346597,0.477163498100074,-0.285057542319455,0.789133386291359,0.018354566493406,0.201099655742014,-0.0770699623215356,-0.199603967784364,1.28746162157222,-0.0995789672734637,7
120,1385,2,3,NA,34,"sch. les ailes",NA,-66,21,NA,NA,NA,NA,1,"locataire",1,1,1,1,"h",8,"m","e",1,1,1,1,1,1,1,NA,7,7,4,7,6,7,4,1,1,1,1,1,1,7,1,7,7,7,5,2,1,1,1,1,1,1,1,7,1,1,7,7,1,1,1,1,1,7,4,4,4,4,5,6,7,4,4,6,7,4,4,5,5,5,5,5,4,4,4,6,4,5,5,5,4,4,4,7,7,4,4,3,1,1,1,4,2,32,1,0,1,7,1,NA,NA,6,2,-77,-77,1,0,1951,74,1,0,NA,5000,1,5000,"not joint ok",1.4488076905576,-0.8104469208068,-0.151061829547337,5.25,5,5,4,5.25,5,5,5.2,7,4,3.66666666666667,1,2.5,3.14285714285714,6.57142857142857,1,1.33333333333333,1,2.5,1,4.33333333333333,4,-0.745402541471523,-0.480417809319725,-1.13309754876351,0.174174198346597,0.0728914714684322,-0.0301280329280723,-0.7548232390613,0.018354566493406,0.685500286361462,-0.319289843903504,-2.10885931180872,-3.57737427673502,-2.36585891211781,7
122,788,2,3,NA,28,NA,NA,-66,7,NA,NA,NA,1,NA,NA,6,1,4,4,"H",9,"C","A",1,1,1,1,1,1,1,28,6,6,7,2,5,5,4,6,5,6,6,7,6,7,5,4,4,6,5,6,6,4,1,4,4,1,4,4,4,1,4,4,1,1,7,7,5,5,5,6,7,7,7,7,7,5,5,5,6,6,5,5,7,7,7,7,7,7,4,3,2,3,5,5,5,5,5,5,5,6,6,5,5,3,5,5,1,61,4,2,5,5,2,"Francaise",NA,10,1,3,1,-77,2,1980,45,0,0,0.5,10000,2,10000,"joint ok",-0.62122658812801,0.374697025424709,0.873281187987158,6,6.33333333333333,7,6,5.5,2.66666666666667,5,5,5,5,5.66666666666667,4,5,4.57142857142857,4.71428571428571,6,5.33333333333333,3.25,1.75,6.33333333333333,7,5.5,0.137310994481596,0.720626713979588,1.10931439181795,1.44205990689903,0.275027484784253,-1.81463459866775,-0.7548232390613,-0.170926900469842,-1.25210223611633,0.407369800842401,-0.199603967784364,-1.1449563275814,-0.477292291414188,5
123,1946,3,5,NA,99,"wohnbaugenossenschafr feuerthalen-langwiesen",NA,-66,19,1,NA,NA,NA,NA,NA,4,NA,4,NA,"C",7,"M","J",1,1,1,1,1,1,1,NA,1,7,7,4,7,7,4,1,4,1,4,1,2,7,1,7,4,7,7,4,7,4,6,7,4,1,3,4,1,4,4,7,1,1,4,4,1,7,4,2,4,1,1,7,7,4,5,7,7,1,3,7,7,5,5,5,5,1,4,7,6,7,4,7,4,4,4,5,4,5,5,5,5,5,4,5,1,40,1,0,2,9,1,NA,NA,5,2,-77,-77,2,0,1959,66,0,0,NA,4000,1,4000,"not joint ok",0.877763751609842,-0.8104469208068,-0.355930433054237,5.75,6.33333333333333,5,3.33333333333333,4.5,6.66666666666667,5.5,4.2,4.5,4,5,5,4.5,3.14285714285714,6.14285714285714,1.8,5,5,1.75,3,2,3,-0.15692685083611,0.720626713979588,-1.13309754876351,-0.24845437117088,-0.533516568479031,1.24451951402884,-0.240171030610414,-0.928052768322833,-1.73650286673578,-0.319289843903504,-0.836022415792483,-0.334150344530194,-0.855005615554913,7
124,987,3,5,NA,7,NA,NA,-66,33,NA,NA,1,1,NA,NA,4,1,2,1,"M",8,"V","M",1,1,1,1,1,1,1,7,7,6,7,4,4,4,6,4,4,2,3,4,1,7,6,1,6,6,4,6,4,4,1,4,4,1,4,7,7,7,4,7,4,4,4,4,4,7,7,7,7,1,5,7,7,4,7,7,7,1,1,6,5,7,7,7,5,5,5,7,3,7,7,7,3,3,3,6,7,5,5,5,5,4,5,5,2,34,2,0,5,1,1,NA,NA,7,2,-77,-77,2,0,1953,72,1,0,NA,6000,2,6000,"not joint ok",1.30604670582066,-0.41539893872963,0.0538067739595617,6.25,6,7,5,4,5.66666666666667,7,4.4,6.5,3,5,4.5,5,5.85714285714286,4.57142857142857,3.2,4.66666666666667,3.25,3.25,4,4.33333333333333,7,0.431548839799302,0.42036558315476,1.10931439181795,0.808117052622812,-0.937788595110672,0.479730985854694,1.30378559474225,-0.738771301359585,0.201099655742014,-1.04594948864941,-0.836022415792483,-0.739553336055797,-0.477292291414188,7
127,1007,2,3,NA,27,NA,NA,NA,20,NA,1,NA,1,NA,NA,3,1,2,NA,"l",5,"c","r",1,1,1,1,1,1,1,27,7,6,7,5,6,6,6,7,4,4,4,6,6,7,7,7,6,6,6,6,6,5,3,4,4,4,4,5,6,6,5,3,1,4,7,7,6,5,6,6,6,6,6,6,6,4,4,5,5,4,4,6,5,5,5,5,5,5,4,4,4,5,5,4,4,5,4,7,7,7,6,7,6,6,7,7,1,51,4,0,4,2,1,NA,NA,9,1,5,2,-77,0,1970,55,0,0,0.9,8000,4,2222.22222222222,"joint ok",0.0925783355566812,0.374697025424709,-0.720141283733168,5,5.33333333333333,5,4.66666666666667,4.5,4.33333333333333,4.5,5.4,7,4.33333333333333,6.66666666666667,6,7,6,6,5.4,5.66666666666667,3.75,3.5,6.66666666666667,6,6,-1.03964038678923,-0.180156678494897,-1.13309754876351,0.596802767864074,-0.533516568479031,-0.539987051710839,-1.26947544751219,0.207636033456654,0.685500286361462,-0.0770699623215356,0.755023704227813,0.476655638521012,1.03356100514871,5
128,1080,2,3,NA,27,NA,NA,NA,20,1,NA,NA,NA,NA,NA,4,1,4,NA,"A",3,"A","F",1,1,1,1,1,1,1,27,6,6,6,4,7,6,2,1,4,4,7,7,5,7,5,4,4,7,6,2,5,5,1,1,1,7,4,7,4,1,4,4,1,7,7,7,7,7,5,2,4,4,4,7,7,4,5,4,4,4,4,6,6,6,6,6,3,3,3,2,2,2,6,7,4,4,4,7,7,5,5,5,5,2,5,6,1,51,3,0,5,3,1,NA,NA,8,2,-77,-77,2,0,1970,55,0,0,NA,7000,3,7000,"not joint ok",0.0925783355566812,-0.0203509566524603,0.258675377466461,5.75,6,6,3,4,2,6.5,5.2,7,4,5,3.5,5.5,3.42857142857143,5.85714285714286,5.6,4,1.75,4.75,7,4,3.5,-0.15692685083611,0.42036558315476,-0.0118915784727806,-0.459768655929619,-0.937788595110672,-2.32449361745052,0.789133386291359,0.018354566493406,0.685500286361462,-0.319289843903504,-0.836022415792483,-1.550359319107,-0.0995789672734637,7
129,1068,3,1,NA,2,NA,NA,NA,1.5,NA,NA,NA,1,1,"Mitglied des Koordinationskreises",3,2,2,7,"M",9,"G","P",1,1,1,1,1,1,1,2,5,6,7,5,6,6,7,7,7,6,6,7,6,6,6,5,6,6,6,6,6,5,6,7,7,1,7,6,7,7,2,1,2,4,7,5,2,2,7,6,7,7,7,7,7,5,6,7,7,6,6,7,7,7,7,7,5,5,6,5,5,5,7,5,1,1,1,5,7,7,6,7,6,7,5,6,2,38,1,0,5,11,1,NA,NA,1,2,-77,-77,1,0,1957,68,1,0,NA,0,1,2000,"not joint but no income => NA",1.02052473634678,-0.8104469208068,-0.765667640068035,6.25,7,7,5.33333333333333,6.5,5,6,3,6,1,6.66666666666667,6.5,5.5,6.57142857142857,5.85714285714286,6.2,5.66666666666667,6.75,2.25,4.66666666666667,7,6.5,0.431548839799302,1.32114897562925,1.10931439181795,1.01943133738155,1.08357153804754,-0.0301280329280723,0.274481177840473,-2.06374157010232,-0.283300974877435,-2.49926877814122,0.755023704227813,0.882058630046615,-0.0995789672734637,2
